"","stimulus","context","response","longWord","shortWord","order","workerid"
"897","LongShort 33","supp","long","milkshake","shake","longfirst",24
"898","LongShort 19","supp","short","kilogram","kilo","shortfirst",24
"899","LongShort 14","neut","long","saxophone","sax","longfirst",24
"900","LongShort 35","supp","long","hamburger","burger","longfirst",24
"901","LongShort 40","supp","long","United Nations","U.N.","shortfirst",24
"902","LongShort 8","neut","long","refrigerator","fridge","longfirst",24
"903","LongShort 11","supp","long","chimpanzee","chimp","shortfirst",24
"904","LongShort 31","neut","long","mayonnaise","mayo","longfirst",24
"905","LongShort 38","supp","long","emergency room","ER","longfirst",24
"906","LongShort 12","neut","long","pornography","porn","longfirst",24
"907","LongShort 1","neut","short","mathematics","math","shortfirst",24
"908","LongShort 4","supp","short","dormitory","dorm","shortfirst",24
"909","LongShort 25","supp","short","gasoline","gas","shortfirst",24
"910","LongShort 26","supp","long","United Kingdom","U.K.","shortfirst",24
"911","LongShort 20","supp","long","chemotherapy","chemo","shortfirst",24
"912","LongShort 16","neut","short","telephone","phone","longfirst",24
"913","LongShort 18","supp","long","undergraduate","undergrad","longfirst",24
"914","LongShort 5","supp","short","memorandum","memo","longfirst",24
"915","LongShort 36","supp","short","quadriceps","quads","shortfirst",24
"916","LongShort 3","neut","short","examination","exam","longfirst",24
"917","LongShort 34","neut","long","veterinarian","vet","shortfirst",24
"918","LongShort 27","neut","long","microphone","mic","shortfirst",24
"919","LongShort 24","supp","long","air conditioning","A/C","shortfirst",24
"920","LongShort 21","supp","short","television","TV","longfirst",24
"921","LongShort 18","supp","short","undergraduate","undergrad","shortfirst",25
"922","LongShort 1","supp","short","mathematics","math","shortfirst",25
"923","LongShort 12","neut","long","pornography","porn","longfirst",25
"924","LongShort 15","supp","long","cockroach","roach","shortfirst",25
"925","LongShort 36","supp","long","quadriceps","quads","longfirst",25
"926","LongShort 19","neut","long","kilogram","kilo","longfirst",25
"927","LongShort 33","supp","long","milkshake","shake","shortfirst",25
"928","LongShort 32","neut","short","Coca-Cola","Coke","longfirst",25
"929","LongShort 27","neut","long","microphone","mic","longfirst",25
"930","LongShort 4","supp","short","dormitory","dorm","shortfirst",25
"931","LongShort 34","neut","long","veterinarian","vet","shortfirst",25
"932","LongShort 16","neut","long","telephone","phone","shortfirst",25
"933","LongShort 3","neut","short","examination","exam","shortfirst",25
"934","LongShort 10","neut","long","rhinoceros","rhino","shortfirst",25
"935","LongShort 14","neut","long","saxophone","sax","longfirst",25
"936","LongShort 21","supp","short","television","TV","shortfirst",25
"937","LongShort 39","supp","short","United States","U.S.","shortfirst",25
"938","LongShort 37","supp","short","quadrangle","quad","shortfirst",25
"939","LongShort 25","neut","short","gasoline","gas","longfirst",25
"940","LongShort 11","supp","long","chimpanzee","chimp","longfirst",25
"941","LongShort 20","supp","long","chemotherapy","chemo","shortfirst",25
"942","LongShort 2","neut","short","bicycle","bike","longfirst",25
"943","LongShort 29","neut","short","Labrador","Lab","longfirst",25
"944","LongShort 6","supp","short","photograph","photo","longfirst",25
"945","LongShort 17","neut","long","referee","ref","shortfirst",25
"946","LongShort 38","supp","short","emergency room","ER","shortfirst",25
"947","LongShort 40","supp","long","United Nations","U.N.","shortfirst",25
"948","LongShort 7","neut","long","fraternity","frat","shortfirst",25
"949","LongShort 30","supp","short","identification","ID","longfirst",25
"950","LongShort 24","supp","short","air conditioning","A/C","longfirst",25
"951","LongShort 23","neut","short","advertisement","ad","longfirst",25
"952","LongShort 5","supp","short","memorandum","memo","longfirst",25
"953","LongShort 26","neut","short","United Kingdom","U.K.","longfirst",25
"954","LongShort 13","supp","short","limousine","limo","longfirst",25
"955","LongShort 28","neut","short","laboratory","lab","longfirst",25
"956","LongShort 35","neut","short","hamburger","burger","longfirst",25
"957","LongShort 9","neut","long","hippopotamus","hippo","shortfirst",25
"958","LongShort 31","supp","long","mayonnaise","mayo","longfirst",25
"959","LongShort 22","supp","long","carbohydrates","carbs","longfirst",25
"960","LongShort 8","supp","short","refrigerator","fridge","shortfirst",25
"961","LongShort 7","neut","long","fraternity","frat","longfirst",26
"962","LongShort 26","neut","short","United Kingdom","U.K.","shortfirst",26
"963","LongShort 15","supp","short","cockroach","roach","shortfirst",26
"964","LongShort 12","supp","short","pornography","porn","longfirst",26
"965","LongShort 18","neut","short","undergraduate","undergrad","shortfirst",26
"966","LongShort 24","supp","short","air conditioning","A/C","longfirst",26
"967","LongShort 28","neut","short","laboratory","lab","longfirst",26
"968","LongShort 5","supp","short","memorandum","memo","longfirst",26
"969","LongShort 20","supp","short","chemotherapy","chemo","shortfirst",26
"970","LongShort 22","supp","short","carbohydrates","carbs","shortfirst",26
"971","LongShort 30","neut","short","identification","ID","shortfirst",26
"972","LongShort 10","neut","short","rhinoceros","rhino","shortfirst",26
"973","LongShort 16","neut","short","telephone","phone","longfirst",26
"974","LongShort 29","neut","short","Labrador","Lab","longfirst",26
"975","LongShort 38","supp","short","emergency room","ER","shortfirst",26
"976","LongShort 17","supp","short","referee","ref","longfirst",26
"977","LongShort 14","neut","long","saxophone","sax","shortfirst",26
"978","LongShort 9","supp","short","hippopotamus","hippo","longfirst",26
"979","LongShort 8","supp","short","refrigerator","fridge","shortfirst",26
"980","LongShort 37","neut","short","quadrangle","quad","longfirst",26
"981","LongShort 32","neut","short","Coca-Cola","Coke","shortfirst",26
"982","LongShort 21","supp","short","television","TV","shortfirst",26
"983","LongShort 39","supp","short","United States","U.S.","shortfirst",26
"984","LongShort 25","neut","short","gasoline","gas","shortfirst",26
"985","LongShort 23","neut","short","advertisement","ad","longfirst",26
"986","LongShort 31","neut","short","mayonnaise","mayo","longfirst",26
"987","LongShort 1","supp","short","mathematics","math","shortfirst",26
"988","LongShort 13","supp","short","limousine","limo","longfirst",26
"989","LongShort 11","supp","short","chimpanzee","chimp","shortfirst",26
"990","LongShort 34","supp","short","veterinarian","vet","longfirst",26
"991","LongShort 3","supp","short","examination","exam","shortfirst",26
"992","LongShort 19","supp","short","kilogram","kilo","shortfirst",26
"993","LongShort 36","neut","short","quadriceps","quads","shortfirst",26
"994","LongShort 4","neut","short","dormitory","dorm","shortfirst",26
"995","LongShort 27","neut","long","microphone","mic","longfirst",26
"996","LongShort 6","neut","short","photograph","photo","longfirst",26
"997","LongShort 2","neut","short","bicycle","bike","shortfirst",26
"998","LongShort 40","neut","short","United Nations","U.N.","shortfirst",26
"999","LongShort 35","supp","short","hamburger","burger","longfirst",26
"1000","LongShort 33","supp","short","milkshake","shake","shortfirst",26
"1001","LongShort 31","neut","long","mayonnaise","mayo","shortfirst",27
"1002","LongShort 36","supp","long","quadriceps","quads","shortfirst",27
"1003","LongShort 3","neut","short","examination","exam","longfirst",27
"1004","LongShort 26","neut","short","United Kingdom","U.K.","shortfirst",27
"1005","LongShort 28","neut","short","laboratory","lab","shortfirst",27
"1006","LongShort 9","supp","short","hippopotamus","hippo","longfirst",27
"1007","LongShort 24","supp","short","air conditioning","A/C","shortfirst",27
"1008","LongShort 21","neut","short","television","TV","shortfirst",27
"1009","LongShort 12","supp","short","pornography","porn","longfirst",27
"1010","LongShort 30","supp","short","identification","ID","shortfirst",27
"1011","LongShort 19","supp","short","kilogram","kilo","longfirst",27
"1012","LongShort 39","supp","long","United States","U.S.","shortfirst",27
"1013","LongShort 4","neut","short","dormitory","dorm","shortfirst",27
"1014","LongShort 20","neut","short","chemotherapy","chemo","longfirst",27
"1015","LongShort 14","supp","long","saxophone","sax","shortfirst",27
"1016","LongShort 7","neut","long","fraternity","frat","shortfirst",27
"1017","LongShort 15","neut","short","cockroach","roach","longfirst",27
"1018","LongShort 23","supp","short","advertisement","ad","shortfirst",27
"1019","LongShort 37","neut","short","quadrangle","quad","shortfirst",27
"1020","LongShort 11","neut","short","chimpanzee","chimp","shortfirst",27
"1021","LongShort 34","neut","short","veterinarian","vet","shortfirst",27
"1022","LongShort 40","neut","short","United Nations","U.N.","shortfirst",27
"1023","LongShort 1","neut","short","mathematics","math","longfirst",27
"1024","LongShort 27","neut","long","microphone","mic","shortfirst",27
"1025","LongShort 38","supp","short","emergency room","ER","shortfirst",27
"1026","LongShort 8","neut","short","refrigerator","fridge","longfirst",27
"1027","LongShort 6","supp","short","photograph","photo","longfirst",27
"1028","LongShort 25","neut","short","gasoline","gas","longfirst",27
"1029","LongShort 29","supp","short","Labrador","Lab","shortfirst",27
"1030","LongShort 22","supp","short","carbohydrates","carbs","longfirst",27
"1031","LongShort 16","neut","short","telephone","phone","shortfirst",27
"1032","LongShort 2","neut","short","bicycle","bike","longfirst",27
"1033","LongShort 13","supp","short","limousine","limo","shortfirst",27
"1034","LongShort 10","supp","short","rhinoceros","rhino","shortfirst",27
"1035","LongShort 5","neut","short","memorandum","memo","longfirst",27
"1036","LongShort 17","neut","short","referee","ref","shortfirst",27
"1037","LongShort 35","neut","short","hamburger","burger","shortfirst",27
"1038","LongShort 18","supp","long","undergraduate","undergrad","shortfirst",27
"1039","LongShort 33","supp","long","milkshake","shake","longfirst",27
"1040","LongShort 32","supp","short","Coca-Cola","Coke","shortfirst",27
"1041","LongShort 21","supp","short","television","TV","shortfirst",28
"1042","LongShort 6","neut","short","photograph","photo","longfirst",28
"1043","LongShort 14","neut","long","saxophone","sax","longfirst",28
"1044","LongShort 37","supp","long","quadrangle","quad","shortfirst",28
"1045","LongShort 12","neut","short","pornography","porn","shortfirst",28
"1046","LongShort 27","supp","short","microphone","mic","shortfirst",28
"1047","LongShort 40","neut","short","United Nations","U.N.","shortfirst",28
"1048","LongShort 2","neut","short","bicycle","bike","shortfirst",28
"1049","LongShort 24","supp","long","air conditioning","A/C","longfirst",28
"1050","LongShort 28","neut","short","laboratory","lab","shortfirst",28
"1051","LongShort 22","supp","short","carbohydrates","carbs","longfirst",28
"1052","LongShort 34","neut","short","veterinarian","vet","shortfirst",28
"1053","LongShort 5","neut","short","memorandum","memo","shortfirst",28
"1054","LongShort 35","neut","long","hamburger","burger","longfirst",28
"1055","LongShort 23","neut","short","advertisement","ad","longfirst",28
"1056","LongShort 13","supp","short","limousine","limo","longfirst",28
"1057","LongShort 7","neut","short","fraternity","frat","shortfirst",28
"1058","LongShort 1","neut","short","mathematics","math","longfirst",28
"1059","LongShort 39","neut","short","United States","U.S.","longfirst",28
"1060","LongShort 33","neut","short","milkshake","shake","longfirst",28
"1061","LongShort 11","neut","short","chimpanzee","chimp","longfirst",28
"1062","LongShort 20","supp","short","chemotherapy","chemo","shortfirst",28
"1063","LongShort 15","neut","long","cockroach","roach","longfirst",28
"1064","LongShort 25","neut","short","gasoline","gas","longfirst",28
"1065","LongShort 32","neut","long","Coca-Cola","Coke","longfirst",28
"1066","LongShort 10","neut","short","rhinoceros","rhino","longfirst",28
"1067","LongShort 26","neut","short","United Kingdom","U.K.","longfirst",28
"1068","LongShort 18","supp","short","undergraduate","undergrad","longfirst",28
"1069","LongShort 8","supp","short","refrigerator","fridge","longfirst",28
"1070","LongShort 17","supp","short","referee","ref","shortfirst",28
"1071","LongShort 16","supp","short","telephone","phone","shortfirst",28
"1072","LongShort 31","neut","short","mayonnaise","mayo","shortfirst",28
"1073","LongShort 9","neut","short","hippopotamus","hippo","longfirst",28
"1074","LongShort 4","neut","short","dormitory","dorm","longfirst",28
"1075","LongShort 36","supp","short","quadriceps","quads","shortfirst",28
"1076","LongShort 19","supp","short","kilogram","kilo","shortfirst",28
"1077","LongShort 38","supp","short","emergency room","ER","longfirst",28
"1078","LongShort 29","supp","long","Labrador","Lab","longfirst",28
"1079","LongShort 3","supp","short","examination","exam","longfirst",28
"1080","LongShort 30","neut","short","identification","ID","longfirst",28
"1081","LongShort 17","supp","long","referee","ref","longfirst",29
"1082","LongShort 15","supp","long","cockroach","roach","shortfirst",29
"1083","LongShort 36","neut","short","quadriceps","quads","shortfirst",29
"1084","LongShort 25","neut","short","gasoline","gas","shortfirst",29
"1085","LongShort 28","supp","short","laboratory","lab","longfirst",29
"1086","LongShort 32","supp","short","Coca-Cola","Coke","shortfirst",29
"1087","LongShort 24","supp","short","air conditioning","A/C","longfirst",29
"1088","LongShort 13","neut","short","limousine","limo","shortfirst",29
"1089","LongShort 21","supp","short","television","TV","longfirst",29
"1090","LongShort 8","supp","short","refrigerator","fridge","longfirst",29
"1091","LongShort 7","neut","long","fraternity","frat","shortfirst",29
"1092","LongShort 11","supp","long","chimpanzee","chimp","shortfirst",29
"1093","LongShort 23","neut","long","advertisement","ad","shortfirst",29
"1094","LongShort 18","supp","short","undergraduate","undergrad","longfirst",29
"1095","LongShort 19","neut","short","kilogram","kilo","longfirst",29
"1096","LongShort 12","neut","long","pornography","porn","longfirst",29
"1097","LongShort 30","neut","short","identification","ID","longfirst",29
"1098","LongShort 31","neut","long","mayonnaise","mayo","shortfirst",29
"1099","LongShort 26","supp","long","United Kingdom","U.K.","shortfirst",29
"1100","LongShort 37","neut","short","quadrangle","quad","longfirst",29
"1101","LongShort 6","neut","long","photograph","photo","shortfirst",29
"1102","LongShort 39","neut","long","United States","U.S.","longfirst",29
"1103","LongShort 14","supp","short","saxophone","sax","shortfirst",29
"1104","LongShort 34","neut","short","veterinarian","vet","shortfirst",29
"1105","LongShort 4","neut","short","dormitory","dorm","longfirst",29
"1106","LongShort 29","supp","short","Labrador","Lab","longfirst",29
"1107","LongShort 2","supp","short","bicycle","bike","longfirst",29
"1108","LongShort 5","neut","short","memorandum","memo","longfirst",29
"1109","LongShort 10","neut","short","rhinoceros","rhino","longfirst",29
"1110","LongShort 9","supp","long","hippopotamus","hippo","longfirst",29
"1111","LongShort 35","supp","short","hamburger","burger","shortfirst",29
"1112","LongShort 33","supp","long","milkshake","shake","shortfirst",29
"1113","LongShort 1","neut","short","mathematics","math","longfirst",29
"1114","LongShort 22","supp","short","carbohydrates","carbs","shortfirst",29
"1115","LongShort 38","supp","short","emergency room","ER","shortfirst",29
"1116","LongShort 3","supp","short","examination","exam","shortfirst",29
"1117","LongShort 16","supp","short","telephone","phone","longfirst",29
"1118","LongShort 20","neut","long","chemotherapy","chemo","shortfirst",29
"1119","LongShort 27","neut","long","microphone","mic","longfirst",29
"1120","LongShort 40","supp","short","United Nations","U.N.","longfirst",29
"1121","LongShort 12","neut","long","pornography","porn","longfirst",30
"1122","LongShort 38","supp","long","emergency room","ER","shortfirst",30
"1123","LongShort 26","supp","short","United Kingdom","U.K.","longfirst",30
"1124","LongShort 27","neut","long","microphone","mic","shortfirst",30
"1125","LongShort 19","supp","long","kilogram","kilo","longfirst",30
"1126","LongShort 3","neut","short","examination","exam","shortfirst",30
"1127","LongShort 2","supp","short","bicycle","bike","longfirst",30
"1128","LongShort 7","neut","long","fraternity","frat","longfirst",30
"1129","LongShort 28","neut","short","laboratory","lab","shortfirst",30
"1130","LongShort 6","neut","short","photograph","photo","longfirst",30
"1131","LongShort 8","supp","short","refrigerator","fridge","longfirst",30
"1132","LongShort 34","neut","long","veterinarian","vet","shortfirst",30
"1133","LongShort 22","neut","short","carbohydrates","carbs","shortfirst",30
"1134","LongShort 39","neut","long","United States","U.S.","shortfirst",30
"1135","LongShort 16","supp","short","telephone","phone","shortfirst",30
"1136","LongShort 10","neut","short","rhinoceros","rhino","shortfirst",30
"1137","LongShort 1","supp","short","mathematics","math","longfirst",30
"1138","LongShort 30","neut","short","identification","ID","longfirst",30
"1139","LongShort 29","supp","short","Labrador","Lab","longfirst",30
"1140","LongShort 11","supp","long","chimpanzee","chimp","longfirst",30
"1141","LongShort 23","neut","short","advertisement","ad","longfirst",30
"1142","LongShort 33","supp","short","milkshake","shake","longfirst",30
"1143","LongShort 5","supp","short","memorandum","memo","longfirst",30
"1144","LongShort 32","supp","short","Coca-Cola","Coke","shortfirst",30
"1145","LongShort 40","neut","short","United Nations","U.N.","longfirst",30
"1146","LongShort 36","neut","short","quadriceps","quads","longfirst",30
"1147","LongShort 17","neut","long","referee","ref","shortfirst",30
"1148","LongShort 20","neut","long","chemotherapy","chemo","shortfirst",30
"1149","LongShort 21","supp","short","television","TV","shortfirst",30
"1150","LongShort 35","supp","long","hamburger","burger","longfirst",30
"1151","LongShort 18","supp","long","undergraduate","undergrad","shortfirst",30
"1152","LongShort 24","supp","long","air conditioning","A/C","longfirst",30
"1153","LongShort 4","neut","short","dormitory","dorm","longfirst",30
"1154","LongShort 37","neut","short","quadrangle","quad","shortfirst",30
"1155","LongShort 31","neut","long","mayonnaise","mayo","shortfirst",30
"1156","LongShort 14","neut","long","saxophone","sax","longfirst",30
"1157","LongShort 13","neut","short","limousine","limo","longfirst",30
"1158","LongShort 15","neut","long","cockroach","roach","shortfirst",30
"1159","LongShort 25","neut","short","gasoline","gas","shortfirst",30
"1160","LongShort 9","neut","short","hippopotamus","hippo","longfirst",30
"1161","LongShort 17","supp","short","referee","ref","longfirst",31
"1162","LongShort 37","supp","short","quadrangle","quad","shortfirst",31
"1163","LongShort 20","neut","long","chemotherapy","chemo","longfirst",31
"1164","LongShort 18","supp","long","undergraduate","undergrad","longfirst",31
"1165","LongShort 33","supp","long","milkshake","shake","longfirst",31
"1166","LongShort 30","neut","short","identification","ID","shortfirst",31
"1167","LongShort 22","supp","short","carbohydrates","carbs","shortfirst",31
"1168","LongShort 23","supp","short","advertisement","ad","longfirst",31
"1169","LongShort 3","supp","short","examination","exam","longfirst",31
"1170","LongShort 35","neut","long","hamburger","burger","longfirst",31
"1171","LongShort 34","neut","long","veterinarian","vet","shortfirst",31
"1172","LongShort 1","supp","short","mathematics","math","shortfirst",31
"1173","LongShort 10","neut","long","rhinoceros","rhino","shortfirst",31
"1174","LongShort 4","neut","long","dormitory","dorm","shortfirst",31
"1175","LongShort 29","neut","long","Labrador","Lab","longfirst",31
"1176","LongShort 32","supp","short","Coca-Cola","Coke","shortfirst",31
"1177","LongShort 9","supp","short","hippopotamus","hippo","shortfirst",31
"1178","LongShort 38","neut","short","emergency room","ER","shortfirst",31
"1179","LongShort 6","neut","short","photograph","photo","shortfirst",31
"1180","LongShort 2","neut","short","bicycle","bike","longfirst",31
"1181","LongShort 19","supp","long","kilogram","kilo","longfirst",31
"1182","LongShort 40","supp","long","United Nations","U.N.","shortfirst",31
"1183","LongShort 11","neut","long","chimpanzee","chimp","shortfirst",31
"1184","LongShort 24","supp","long","air conditioning","A/C","longfirst",31
"1185","LongShort 12","neut","long","pornography","porn","longfirst",31
"1186","LongShort 27","supp","long","microphone","mic","shortfirst",31
"1187","LongShort 21","neut","long","television","TV","longfirst",31
"1188","LongShort 28","supp","short","laboratory","lab","longfirst",31
"1189","LongShort 39","supp","long","United States","U.S.","shortfirst",31
"1190","LongShort 16","supp","short","telephone","phone","longfirst",31
"1191","LongShort 25","supp","short","gasoline","gas","longfirst",31
"1192","LongShort 15","neut","long","cockroach","roach","shortfirst",31
"1193","LongShort 26","supp","long","United Kingdom","U.K.","shortfirst",31
"1194","LongShort 36","neut","short","quadriceps","quads","longfirst",31
"1195","LongShort 14","neut","long","saxophone","sax","longfirst",31
"1196","LongShort 5","neut","short","memorandum","memo","shortfirst",31
"1197","LongShort 13","neut","long","limousine","limo","shortfirst",31
"1198","LongShort 31","supp","long","mayonnaise","mayo","shortfirst",31
"1199","LongShort 7","neut","long","fraternity","frat","longfirst",31
"1200","LongShort 8","neut","short","refrigerator","fridge","longfirst",31
"1201","LongShort 27","supp","short","microphone","mic","longfirst",32
"1202","LongShort 20","neut","long","chemotherapy","chemo","shortfirst",32
"1203","LongShort 40","supp","short","United Nations","U.N.","longfirst",32
"1204","LongShort 1","supp","short","mathematics","math","longfirst",32
"1205","LongShort 33","neut","long","milkshake","shake","longfirst",32
"1206","LongShort 34","neut","long","veterinarian","vet","longfirst",32
"1207","LongShort 4","supp","long","dormitory","dorm","shortfirst",32
"1208","LongShort 28","neut","long","laboratory","lab","shortfirst",32
"1209","LongShort 12","supp","long","pornography","porn","shortfirst",32
"1210","LongShort 31","supp","long","mayonnaise","mayo","shortfirst",32
"1211","LongShort 32","supp","short","Coca-Cola","Coke","longfirst",32
"1212","LongShort 6","supp","long","photograph","photo","shortfirst",32
"1213","LongShort 30","neut","long","identification","ID","longfirst",32
"1214","LongShort 5","supp","short","memorandum","memo","longfirst",32
"1215","LongShort 7","neut","short","fraternity","frat","longfirst",32
"1216","LongShort 26","supp","long","United Kingdom","U.K.","shortfirst",32
"1217","LongShort 19","neut","long","kilogram","kilo","longfirst",32
"1218","LongShort 38","supp","long","emergency room","ER","longfirst",32
"1219","LongShort 18","neut","long","undergraduate","undergrad","longfirst",32
"1220","LongShort 23","supp","long","advertisement","ad","longfirst",32
"1221","LongShort 13","supp","long","limousine","limo","shortfirst",32
"1222","LongShort 3","supp","short","examination","exam","longfirst",32
"1223","LongShort 10","supp","long","rhinoceros","rhino","shortfirst",32
"1224","LongShort 16","supp","short","telephone","phone","shortfirst",32
"1225","LongShort 11","supp","long","chimpanzee","chimp","longfirst",32
"1226","LongShort 39","supp","long","United States","U.S.","longfirst",32
"1227","LongShort 29","supp","long","Labrador","Lab","longfirst",32
"1228","LongShort 21","supp","short","television","TV","longfirst",32
"1229","LongShort 24","neut","long","air conditioning","A/C","longfirst",32
"1230","LongShort 2","neut","long","bicycle","bike","longfirst",32
"1231","LongShort 35","supp","long","hamburger","burger","longfirst",32
"1232","LongShort 14","neut","long","saxophone","sax","shortfirst",32
"1233","LongShort 25","supp","long","gasoline","gas","shortfirst",32
"1234","LongShort 9","neut","short","hippopotamus","hippo","shortfirst",32
"1235","LongShort 36","neut","long","quadriceps","quads","longfirst",32
"1236","LongShort 8","supp","long","refrigerator","fridge","longfirst",32
"1237","LongShort 22","neut","long","carbohydrates","carbs","longfirst",32
"1238","LongShort 15","supp","long","cockroach","roach","shortfirst",32
"1239","LongShort 17","neut","long","referee","ref","shortfirst",32
"1240","LongShort 37","supp","short","quadrangle","quad","shortfirst",32
"1241","LongShort 26","supp","short","United Kingdom","U.K.","shortfirst",33
"1242","LongShort 37","supp","short","quadrangle","quad","shortfirst",33
"1243","LongShort 32","neut","short","Coca-Cola","Coke","shortfirst",33
"1244","LongShort 9","neut","short","hippopotamus","hippo","longfirst",33
"1245","LongShort 19","neut","short","kilogram","kilo","longfirst",33
"1246","LongShort 27","supp","short","microphone","mic","longfirst",33
"1247","LongShort 24","supp","short","air conditioning","A/C","shortfirst",33
"1248","LongShort 18","supp","short","undergraduate","undergrad","longfirst",33
"1249","LongShort 10","neut","short","rhinoceros","rhino","longfirst",33
"1250","LongShort 11","supp","short","chimpanzee","chimp","longfirst",33
"1251","LongShort 2","supp","short","bicycle","bike","longfirst",33
"1252","LongShort 7","neut","short","fraternity","frat","longfirst",33
"1253","LongShort 13","neut","short","limousine","limo","longfirst",33
"1254","LongShort 5","neut","short","memorandum","memo","longfirst",33
"1255","LongShort 29","supp","short","Labrador","Lab","longfirst",33
"1256","LongShort 38","neut","short","emergency room","ER","shortfirst",33
"1257","LongShort 20","supp","long","chemotherapy","chemo","longfirst",33
"1258","LongShort 1","supp","short","mathematics","math","shortfirst",33
"1259","LongShort 31","neut","short","mayonnaise","mayo","longfirst",33
"1260","LongShort 34","supp","short","veterinarian","vet","longfirst",33
"1261","LongShort 3","neut","short","examination","exam","shortfirst",33
"1262","LongShort 33","supp","long","milkshake","shake","longfirst",33
"1263","LongShort 40","supp","long","United Nations","U.N.","shortfirst",33
"1264","LongShort 17","neut","long","referee","ref","shortfirst",33
"1265","LongShort 6","neut","short","photograph","photo","longfirst",33
"1266","LongShort 16","supp","short","telephone","phone","shortfirst",33
"1267","LongShort 25","supp","short","gasoline","gas","longfirst",33
"1268","LongShort 22","neut","short","carbohydrates","carbs","longfirst",33
"1269","LongShort 21","supp","short","television","TV","shortfirst",33
"1270","LongShort 30","neut","short","identification","ID","longfirst",33
"1271","LongShort 8","neut","short","refrigerator","fridge","longfirst",33
"1272","LongShort 15","neut","long","cockroach","roach","longfirst",33
"1273","LongShort 12","supp","short","pornography","porn","longfirst",33
"1274","LongShort 39","neut","long","United States","U.S.","shortfirst",33
"1275","LongShort 28","neut","short","laboratory","lab","shortfirst",33
"1276","LongShort 36","supp","short","quadriceps","quads","shortfirst",33
"1277","LongShort 23","neut","short","advertisement","ad","shortfirst",33
"1278","LongShort 4","neut","short","dormitory","dorm","shortfirst",33
"1279","LongShort 35","supp","short","hamburger","burger","shortfirst",33
"1280","LongShort 14","neut","long","saxophone","sax","shortfirst",33
"1281","LongShort 40","neut","short","United Nations","U.N.","longfirst",34
"1282","LongShort 16","neut","short","telephone","phone","longfirst",34
"1283","LongShort 6","supp","short","photograph","photo","shortfirst",34
"1284","LongShort 24","neut","long","air conditioning","A/C","shortfirst",34
"1285","LongShort 21","supp","short","television","TV","shortfirst",34
"1286","LongShort 18","neut","long","undergraduate","undergrad","shortfirst",34
"1287","LongShort 35","neut","short","hamburger","burger","longfirst",34
"1288","LongShort 23","neut","short","advertisement","ad","shortfirst",34
"1289","LongShort 27","supp","short","microphone","mic","longfirst",34
"1290","LongShort 1","neut","short","mathematics","math","longfirst",34
"1291","LongShort 4","supp","short","dormitory","dorm","longfirst",34
"1292","LongShort 19","supp","long","kilogram","kilo","shortfirst",34
"1293","LongShort 13","neut","short","limousine","limo","shortfirst",34
"1294","LongShort 3","neut","short","examination","exam","shortfirst",34
"1295","LongShort 28","neut","short","laboratory","lab","longfirst",34
"1296","LongShort 38","supp","short","emergency room","ER","shortfirst",34
"1297","LongShort 20","neut","short","chemotherapy","chemo","longfirst",34
"1298","LongShort 32","neut","long","Coca-Cola","Coke","longfirst",34
"1299","LongShort 9","neut","short","hippopotamus","hippo","shortfirst",34
"1300","LongShort 7","supp","long","fraternity","frat","longfirst",34
"1301","LongShort 12","neut","short","pornography","porn","longfirst",34
"1302","LongShort 26","neut","short","United Kingdom","U.K.","shortfirst",34
"1303","LongShort 22","supp","short","carbohydrates","carbs","longfirst",34
"1304","LongShort 14","neut","long","saxophone","sax","shortfirst",34
"1305","LongShort 2","neut","short","bicycle","bike","longfirst",34
"1306","LongShort 10","supp","short","rhinoceros","rhino","shortfirst",34
"1307","LongShort 37","supp","short","quadrangle","quad","shortfirst",34
"1308","LongShort 29","supp","short","Labrador","Lab","longfirst",34
"1309","LongShort 34","supp","short","veterinarian","vet","longfirst",34
"1310","LongShort 17","supp","long","referee","ref","longfirst",34
"1311","LongShort 11","neut","short","chimpanzee","chimp","shortfirst",34
"1312","LongShort 8","neut","short","refrigerator","fridge","shortfirst",34
"1313","LongShort 30","supp","short","identification","ID","shortfirst",34
"1314","LongShort 36","supp","short","quadriceps","quads","longfirst",34
"1315","LongShort 31","neut","long","mayonnaise","mayo","shortfirst",34
"1316","LongShort 5","supp","short","memorandum","memo","longfirst",34
"1317","LongShort 39","supp","short","United States","U.S.","longfirst",34
"1318","LongShort 15","neut","long","cockroach","roach","longfirst",34
"1319","LongShort 33","neut","long","milkshake","shake","longfirst",34
"1320","LongShort 25","supp","short","gasoline","gas","shortfirst",34
"1321","LongShort 37","supp","short","quadrangle","quad","longfirst",35
"1322","LongShort 33","neut","long","milkshake","shake","longfirst",35
"1323","LongShort 7","neut","long","fraternity","frat","longfirst",35
"1324","LongShort 28","supp","short","laboratory","lab","shortfirst",35
"1325","LongShort 24","supp","long","air conditioning","A/C","shortfirst",35
"1326","LongShort 39","supp","long","United States","U.S.","shortfirst",35
"1327","LongShort 22","neut","long","carbohydrates","carbs","shortfirst",35
"1328","LongShort 6","supp","long","photograph","photo","longfirst",35
"1329","LongShort 1","supp","short","mathematics","math","longfirst",35
"1330","LongShort 10","supp","long","rhinoceros","rhino","shortfirst",35
"1331","LongShort 19","supp","short","kilogram","kilo","shortfirst",35
"1332","LongShort 32","supp","long","Coca-Cola","Coke","longfirst",35
"1333","LongShort 23","neut","long","advertisement","ad","longfirst",35
